Order ID,Date,Sales channel,Billing country,Billing region,Billing city,Product type,Product,Net quantity,Gross sales,Discounts,Returns,Net sales,Shipping,Taxes,Total sales
2505960000000.0,2020-11-03T12:25:52-06:00,Online Store,Canada,Manitoba,"Winnipeg, Mb",MyShrooms Immunity,MyShrooms Immunity,3,131.97,0.0,0.0,131.97,0.0,6.6,138.57
2514110000000.0,2020-11-08T13:02:22-06:00,Online Store,Canada,Ontario,Cobourg,MyPain LiniMint,MyPain LiniMint,2,87.98,0.0,0.0,87.98,0.0,11.44,99.42
2514110000000.0,2020-11-08T13:02:22-06:00,Online Store,Canada,Ontario,Cobourg,MyPain LiniMint,MyPain LiniMint,0,0.0,0.0,0.0,0.0,20.38,2.65,23.03
2518660000000.0,2020-11-11T13:55:10-06:00,Online Store,Canada,Alberta,Calgary,MyPain LiniMint,MyPain LiniMint,1,43.99,0.0,0.0,43.99,0.0,2.2,46.19
2518660000000.0,2020-11-11T13:55:10-06:00,Online Store,Canada,Alberta,Calgary,MyShrooms Energy,MyShrooms Energy,4,175.96,0.0,0.0,175.96,0.0,8.8,184.76
2606650000000.0,2020-12-14T09:44:55-06:00,Online Store,Canada,Alberta,Calgary,MyPain LiniMint,MyPain LiniMint,3,131.97,0.0,0.0,131.97,0.0,6.6,138.57
2610710000000.0,2020-12-16T12:07:15-06:00,Online Store,Canada,Alberta,Medicine Hat,MyPain LiniMint,MyPain LiniMint,1,43.99,0.0,0.0,43.99,0.0,2.2,46.19
2610710000000.0,2020-12-16T12:07:15-06:00,Online Store,Canada,Alberta,Medicine Hat,MyShrooms Energy,MyShrooms Energy,0,0.0,0.0,0.0,0.0,16.84,0.84,17.68
2613600000000.0,2020-12-18T08:22:58-06:00,Online Store,Canada,Ontario,Tillsonburg,MyShrooms Energy,MyShrooms Energy,1,43.99,-26.0,0.0,17.99,0.0,2.34,20.33
2613600000000.0,2020-12-18T08:22:58-06:00,Online Store,Canada,Ontario,Tillsonburg,MyPain LiniMint,MyPain LiniMint,4,175.96,-104.0,0.0,71.96,0.0,9.35,81.31
2613600000000.0,2020-12-18T08:22:58-06:00,Online Store,Canada,Ontario,Tillsonburg,MyShrooms Immune-Pro,MyShrooms Immune-Pro,4,175.96,-104.0,0.0,71.96,0.0,9.35,81.31
2613600000000.0,2020-12-18T08:22:58-06:00,Online Store,Canada,Ontario,Tillsonburg,MyShrooms Immunity,MyShrooms Immunity,3,131.97,-78.0,0.0,53.97,0.0,7.02,60.99
2616540000000.0,2020-12-20T11:21:15-06:00,Online Store,Canada,Saskatchewan,Regina,MyPain LiniMint,MyPain LiniMint,1,43.99,0.0,0.0,43.99,0.0,2.19,46.18
2616540000000.0,2020-12-20T11:21:15-06:00,Online Store,Canada,Saskatchewan,Regina,MyPain LiniMint,MyPain LiniMint,0,0.0,0.0,0.0,0.0,16.7,1.79,18.49
2620160000000.0,2020-12-23T11:16:46-06:00,Online Store,Canada,Ontario,Windsor,MyPain LiniMint,MyPain LiniMint,3,131.97,0.0,0.0,131.97,0.0,17.16,149.13
2630850000000.0,2020-12-31T16:46:41-06:00,Sales Team,Canada,Ontario,St. Thomas,MyShrooms Immune-Pro,MyShrooms Immune-Pro,4,175.96,-76.0,0.0,99.96,0.0,13.0,112.96
2630850000000.0,2020-12-31T16:46:41-06:00,Sales Team,Canada,Ontario,St. Thomas,MyShrooms Immunity,MyShrooms Immunity,4,175.96,-76.0,0.0,99.96,0.0,13.0,112.96
2630850000000.0,2020-12-31T16:46:41-06:00,Sales Team,Canada,Ontario,St. Thomas,MyShrooms Defence,MyShrooms Defence,4,175.96,-76.0,0.0,99.96,0.0,12.99,112.95
2630850000000.0,2020-12-31T16:46:41-06:00,Sales Team,Canada,Ontario,St. Thomas,MyPain LiniMint,MyPain LiniMint,8,351.92,-152.0,0.0,199.92,0.0,25.99,225.91
2630850000000.0,2020-12-31T16:46:41-06:00,Sales Team,Canada,Ontario,St. Thomas,MyShrooms Energy,MyShrooms Energy,4,175.96,-76.0,0.0,99.96,0.0,12.99,112.95
